GeneID
43
100
116986
26523
192670
10142
270
27161
79026
26057
301
322
51107
8853
57194
491
552
776
8912
783
54862
900
10575
1012
29998
9662
95681
84952
5119
1139
10518
23332
22866
1268
26047
1501
83992
23019
9820
23191
27071
8562
27185
1740
9229
1747
80315
1630
81704
26610
57634
56946
2109
55914
2200
2483
2239
10243
2890
2902
2903
2260
23426
57520
3382
3608
26512
3690
3184
3185
3190
10236
8850
7994
3766
3785
7403
9928
5927
547
84623
3912
123169
4035
4010
4233
2475
4628
4644
4650
89797
9611
9603
22981
4627
9891
134492
5062
7468
117583
8864
23236
5364
51533
57580
144165
5579
25865
5071
54870
5862
339122
57148
54715
6092
10055
6418
50944
6473
23309
6531
84889
8140
26050
4089
27131
8404
23013
9295
22986
10237
6711
11198
6878
9344
7014
54790
23112
83696
7225
9690
51366
9958
85015
7874
7429
51741
10771
7750
