GeneID
60
23394
27245
287
288
23229
57492
170302
546
26053
1175
29994
10295
673
773
775
4076
8573
6792
283489
1106
1107
55636
57680
23152
4849
1387
7812
10664
1499
8452
11151
1654
10522
1717
23181
1742
1760
1788
1808
1826
1778
1859
79813
8666
2033
2332
2290
27086
93986
64599
26058
2891
2670
2770
2904
3069
283450
3188
3192
3265
64207
284058
83473
3745
3786
10765
8242
23135
4297
58508
55904
51111
8216
54551
79143
4204
8861
57689
4208
4212
4130
80155
112939
10787
4763
25836
10943
8648
54413
57502
4306
4929
9378
64324
9631
55690
5079
5096
5253
51317
55023
57649
23126
55624
5528
5718
5728
5754
5781
84687
5536
10743
473
5991
22999
6096
6304
6326
6334
26040
29072
22941
85358
25942
6497
6529
6595
6597
6601
6651
6660
6683
10847
6812
8831
57551
79718
10716
6942
6925
6934
11011
7010
9777
84231
7204
9320
7248
7249
57616
7337
65109
373
8239
7716
51322
23001
197131
58499
23613
