GeneID
81
116987
159
392636
192669
186
321
89839
9743
394
9639
196528
9915
476
478
23545
135
563
585
154
367
57448
675
23476
8945
774
8911
23705
8618
815
84433
440193
881
80381
782
83692
80184
1105
1131
1183
2055
8218
50937
1121
80790
1376
64478
1454
29119
53944
1457
1524
747
1644
85458
1739
9228
58512
28514
1746
92737
1793
9732
10072
1803
1806
1809
1812
1813
1814
667
128853
1857
143241
84332
1977
1993
2048
57471
2100
11336
10640
54536
23233
2171
147965
22909
2195
80204
343413
2243
2272
2444
9568
1981
54898
5167
2078
254170
2258
2259
2395
148979
2739
2778
10082
2861
54329
2895
2915
2969
2977
9759
8970
3115
9456
3351
3359
170572
7850
11141
3628
128239
3708
6453
3105
3479
221037
23189
3106
3123
3135
222537
84056
3746
3751
3752
3772
3778
253980
221656
202559
23303
23522
3800
83855
11103
353288
284217
3952
10288
64130
145581
4036
64101
4128
4129
5595
4139
4152
53615
8930
114785
4173
4175
79648
3827
81887
3949
84445
116931
55857
4137
84465
57534
2315
4481
4520
57496
23026
4643
254827
257194
4756
123606
4335
4488
4638
93649
29781
4698
22829
4862
9572
7025
4897
8828
22854
4914
4916
56160
55746
284451
8481
5013
5020
4482
4821
10482
5049
5087
10207
56144
5108
5133
5164
5187
5191
5307
5329
157310
84812
5350
55558
23649
5290
5294
64219
25913
8500
8493
84152
5519
5575
5578
5591
55015
5743
5787
5788
11122
26056
116442
5530
11069
83593
221035
9783
84282
64320
152006
6134
6196
6197
148398
23328
23314
5992
64864
158800
9699
6014
6329
6342
6383
5054
23067
9869
83852
23451
27352
344558
6505
8604
9739
6532
285195
9126
23293
57154
6616
27044
54221
6647
9901
6749
6804
55359
94056
27347
55638
93426
10492
23345
9013
9779
7057
7067
116211
145645
6855
50945
80194
8940
23371
8295
7106
7102
7273
114791
9256
51720
26019
51693
22954
7399
51760
6907
6999
51592
7328
22846
7421
11326
65267
7514
55689
64848
7531
7704
9877
23503
7566
84527
342132
11059
2547
7532
152485
55055
